gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_000207 IDBA_scaffold_11010 2266 3362 . 1 1097 TCONS_00000373 NA
XLOC_000208 IDBA_scaffold_11010 3501 4685 . 1 1185 TCONS_00000374 NA
XLOC_000209 IDBA_scaffold_11020 644 2794 . 1 2151 TCONS_00000375 NA
XLOC_000210 IDBA_scaffold_11028 2 3920 . 1 3919 TCONS_00000376 NA
XLOC_000211 IDBA_scaffold_11029 2 920 - 1 727 TCONS_00000377 NA
XLOC_000212 IDBA_scaffold_11034 978 3959 + 2 1163 TCONS_00000378 TCONS_00000379
XLOC_000213 IDBA_scaffold_11054 4810 5273 . 1 464 TCONS_00000380 NA
XLOC_000214 IDBA_scaffold_11080 988 2098 . 1 1111 TCONS_00000381 NA
XLOC_000215 IDBA_scaffold_11080 2150 4646 . 1 2497 TCONS_00000382 NA
XLOC_000216 IDBA_scaffold_11090 6 1513 . 1 1508 TCONS_00000383 NA
XLOC_000217 IDBA_scaffold_11096 6701 8590 + 1 1236 TCONS_00000384 NA
XLOC_000218 IDBA_scaffold_111 1869 39768 + 3 10044 TCONS_00000385 TCONS_00000386;TCONS_00000387
XLOC_000219 IDBA_scaffold_111 42176 49913 + 1 5175 TCONS_00000388 NA
XLOC_000220 IDBA_scaffold_111 55329 59397 + 2 2340 TCONS_00000389 TCONS_00000390
XLOC_000221 IDBA_scaffold_111 70869 79526 + 9 3777 TCONS_00000391 TCONS_00000393;TCONS_00000392;TCONS_00000394;TCONS_00000397;TCONS_00000396;TCONS_00000395;TCONS_00000399;TCONS_00000398
XLOC_000222 IDBA_scaffold_111 2 869 - 1 568 TCONS_00000400 NA
XLOC_000223 IDBA_scaffold_111 45198 69217 - 5 7116 TCONS_00000402 TCONS_00000401;TCONS_00000403;TCONS_00000404;TCONS_00000405
XLOC_000224 IDBA_scaffold_111 77082 132305 - 9 13744 TCONS_00000406 TCONS_00000407;TCONS_00000408;TCONS_00000409;TCONS_00000412;TCONS_00000413;TCONS_00000411;TCONS_00000410;TCONS_00000414
XLOC_000225 IDBA_scaffold_11112 334 1082 - 2 370 TCONS_00000416 TCONS_00000415
XLOC_000226 IDBA_scaffold_11112 3819 9371 . 1 5553 TCONS_00000417 NA
XLOC_000227 IDBA_scaffold_11117 2077 8620 - 2 1581 TCONS_00000418 TCONS_00000419
XLOC_000228 IDBA_scaffold_1112 17557 20314 + 1 893 TCONS_00000420 NA
XLOC_000229 IDBA_scaffold_1112 6515 8010 - 1 1014 TCONS_00000421 NA
XLOC_000230 IDBA_scaffold_11124 3945 4788 . 1 844 TCONS_00000422 NA
XLOC_000231 IDBA_scaffold_11131 1462 3178 . 1 1717 TCONS_00000423 NA
XLOC_000232 IDBA_scaffold_11131 3846 4735 . 1 890 TCONS_00000424 NA
XLOC_000233 IDBA_scaffold_11135 618 2232 . 1 1615 TCONS_00000425 NA
XLOC_000234 IDBA_scaffold_1114 1103 2483 . 1 1381 TCONS_00000426 NA
XLOC_000235 IDBA_scaffold_1114 3096 4363 . 1 1268 TCONS_00000427 NA
XLOC_000236 IDBA_scaffold_1114 5085 6243 . 1 1159 TCONS_00000428 NA
XLOC_000237 IDBA_scaffold_1114 6543 7719 . 1 1177 TCONS_00000429 NA
XLOC_000238 IDBA_scaffold_1114 15538 17580 . 1 2043 TCONS_00000430 NA
XLOC_000239 IDBA_scaffold_11144 213 1311 . 1 1099 TCONS_00000431 NA
XLOC_000240 IDBA_scaffold_11144 2796 4635 . 1 1840 TCONS_00000432 NA
XLOC_000241 IDBA_scaffold_11149 804 3520 - 2 988 TCONS_00000433 TCONS_00000434
XLOC_000242 IDBA_scaffold_11151 380 892 . 1 513 TCONS_00000435 NA
XLOC_000243 IDBA_scaffold_11151 4009 5055 . 1 1047 TCONS_00000436 NA
XLOC_000244 IDBA_scaffold_11154 8735 10271 - 1 1436 TCONS_00000437 NA
XLOC_000245 IDBA_scaffold_11184 4 5227 + 1 2676 TCONS_00000438 NA
XLOC_000246 IDBA_scaffold_11198 222 703 . 1 482 TCONS_00000439 NA
XLOC_000247 IDBA_scaffold_11198 4490 5514 . 1 1025 TCONS_00000440 NA
XLOC_000248 IDBA_scaffold_11198 5958 7468 . 1 1511 TCONS_00000441 NA
XLOC_000249 IDBA_scaffold_11217 2541 4058 . 1 1518 TCONS_00000442 NA
XLOC_000250 IDBA_scaffold_11222 2552 4693 + 2 1653 TCONS_00000444 TCONS_00000443
XLOC_000251 IDBA_scaffold_11229 482 920 . 1 439 TCONS_00000445 NA
XLOC_000252 IDBA_scaffold_11229 1624 2137 . 1 514 TCONS_00000446 NA
XLOC_000253 IDBA_scaffold_11239 3611 4034 . 1 424 TCONS_00000447 NA
XLOC_000254 IDBA_scaffold_11244 41 2363 . 1 2323 TCONS_00000448 NA
XLOC_000255 IDBA_scaffold_11244 4592 4875 . 1 284 TCONS_00000449 NA
XLOC_000256 IDBA_scaffold_11244 5101 5708 . 1 608 TCONS_00000450 NA
XLOC_000257 IDBA_scaffold_11244 5759 8120 . 1 2362 TCONS_00000451 NA
XLOC_000258 IDBA_scaffold_11247 1156 1387 . 1 232 TCONS_00000452 NA
XLOC_000259 IDBA_scaffold_11253 68 1573 . 1 1506 TCONS_00000453 NA
XLOC_000260 IDBA_scaffold_11253 2676 5187 . 1 2512 TCONS_00000454 NA
XLOC_000261 IDBA_scaffold_11263 600 3515 . 1 2916 TCONS_00000455 NA
XLOC_000262 IDBA_scaffold_11264 3323 4614 . 1 1292 TCONS_00000456 NA
XLOC_000263 IDBA_scaffold_11266 1591 3432 + 2 523 TCONS_00000457 TCONS_00000458
XLOC_000264 IDBA_scaffold_11266 4119 5009 + 1 463 TCONS_00000459 NA
XLOC_000265 IDBA_scaffold_11277 1289 1744 . 1 456 TCONS_00000460 NA
XLOC_000266 IDBA_scaffold_11282 4965 5195 . 1 231 TCONS_00000461 NA
XLOC_000267 IDBA_scaffold_11284 1692 4577 + 1 1329 TCONS_00000462 NA
XLOC_000268 IDBA_scaffold_113 9859 24127 + 7 2267 TCONS_00000464 TCONS_00000463;TCONS_00000465;TCONS_00000466;TCONS_00000467;TCONS_00000469;TCONS_00000468
XLOC_000269 IDBA_scaffold_113 24563 34539 + 1 3321 TCONS_00000470 NA
XLOC_000270 IDBA_scaffold_113 26 5501 - 6 4480 TCONS_00000471 TCONS_00000472;TCONS_00000473;TCONS_00000474;TCONS_00000475;TCONS_00000476
XLOC_000271 IDBA_scaffold_113 6111 7814 - 1 1175 TCONS_00000477 NA
XLOC_000272 IDBA_scaffold_113 12419 17609 - 2 3942 TCONS_00000478 TCONS_00000479
XLOC_000273 IDBA_scaffold_113 34720 37334 - 4 1851 TCONS_00000480 TCONS_00000483;TCONS_00000482;TCONS_00000481
XLOC_000274 IDBA_scaffold_113 37744 38795 - 2 784 TCONS_00000484 TCONS_00000485
XLOC_000275 IDBA_scaffold_113 39025 78433 - 8 13604 TCONS_00000486 TCONS_00000487;TCONS_00000488;TCONS_00000491;TCONS_00000490;TCONS_00000489;TCONS_00000492;TCONS_00000493
XLOC_000276 IDBA_scaffold_113 81264 82571 . 1 1308 TCONS_00000494 NA
XLOC_000277 IDBA_scaffold_113 84247 86614 . 1 2368 TCONS_00000495 NA
XLOC_000278 IDBA_scaffold_11322 155 4226 - 1 3049 TCONS_00000496 NA
XLOC_000279 IDBA_scaffold_11326 2 5159 . 1 5158 TCONS_00000497 NA
XLOC_000280 IDBA_scaffold_11342 3540 10408 + 2 2208 TCONS_00000498 TCONS_00000499
XLOC_000281 IDBA_scaffold_11344 1541 4392 . 1 2852 TCONS_00000500 NA
XLOC_000282 IDBA_scaffold_11348 1829 4662 + 1 862 TCONS_00000501 NA
XLOC_000283 IDBA_scaffold_11348 7531 7854 . 1 324 TCONS_00000502 NA
XLOC_000284 IDBA_scaffold_1135 12049 20454 + 4 6718 TCONS_00000503 TCONS_00000504;TCONS_00000505;TCONS_00000506
XLOC_000285 IDBA_scaffold_1135 2200 4880 - 3 1833 TCONS_00000507 TCONS_00000508;TCONS_00000509
XLOC_000286 IDBA_scaffold_1135 5114 10479 - 5 3287 TCONS_00000510 TCONS_00000512;TCONS_00000511;TCONS_00000513;TCONS_00000514
XLOC_000287 IDBA_scaffold_1135 10600 12595 - 8 1559 TCONS_00000515 TCONS_00000516;TCONS_00000518;TCONS_00000517;TCONS_00000520;TCONS_00000519;TCONS_00000522;TCONS_00000521
XLOC_000288 IDBA_scaffold_11353 1802 3526 . 1 1725 TCONS_00000523 NA
XLOC_000289 IDBA_scaffold_11354 3081 3774 . 1 694 TCONS_00000524 NA
XLOC_000290 IDBA_scaffold_11354 5167 5688 . 1 522 TCONS_00000525 NA
XLOC_000291 IDBA_scaffold_11365 91 2132 . 1 2042 TCONS_00000526 NA
XLOC_000292 IDBA_scaffold_11369 973 1900 . 1 928 TCONS_00000527 NA
XLOC_000293 IDBA_scaffold_11369 3580 4752 . 1 1173 TCONS_00000528 NA
XLOC_000294 IDBA_scaffold_1138 2997 5036 - 1 1334 TCONS_00000529 NA
XLOC_000295 IDBA_scaffold_11381 169 7853 - 7 3279 TCONS_00000530 TCONS_00000532;TCONS_00000531;TCONS_00000533;TCONS_00000534;TCONS_00000535;TCONS_00000536
XLOC_000296 IDBA_scaffold_11386 950 2254 + 2 1305 TCONS_00000537 TCONS_00000538
XLOC_000297 IDBA_scaffold_11388 21295 22585 . 1 1291 TCONS_00000539 NA
XLOC_000298 IDBA_scaffold_1139 4678 5948 + 1 960 TCONS_00000540 NA
XLOC_000299 IDBA_scaffold_1139 6001 7432 - 1 1028 TCONS_00000541 NA
XLOC_000300 IDBA_scaffold_1139 7684 8708 - 2 747 TCONS_00000542 TCONS_00000543
XLOC_000301 IDBA_scaffold_1139 11222 11956 - 2 572 TCONS_00000545 TCONS_00000544
XLOC_000302 IDBA_scaffold_1139 12040 13002 - 1 516 TCONS_00000546 NA
XLOC_000303 IDBA_scaffold_1139 14528 17992 - 4 2488 TCONS_00000547 TCONS_00000548;TCONS_00000549;TCONS_00000550
XLOC_000304 IDBA_scaffold_1139 22124 23378 - 1 1024 TCONS_00000551 NA
XLOC_000305 IDBA_scaffold_11400 565 2629 . 1 2065 TCONS_00000552 NA
XLOC_000306 IDBA_scaffold_11407 5780 6202 + 1 287 TCONS_00000553 NA
XLOC_000307 IDBA_scaffold_11409 35 3920 . 1 3886 TCONS_00000554 NA
XLOC_000308 IDBA_scaffold_11409 4013 5131 . 1 1119 TCONS_00000555 NA
XLOC_000309 IDBA_scaffold_1141 1 3076 + 1 2397 TCONS_00000556 NA
XLOC_000310 IDBA_scaffold_1141 30708 37696 + 2 1893 TCONS_00000558 TCONS_00000557
XLOC_000311 IDBA_scaffold_1141 1995 3873 - 1 1812 TCONS_00000559 NA
XLOC_000312 IDBA_scaffold_1141 5125 6531 - 1 1338 TCONS_00000560 NA
XLOC_000313 IDBA_scaffold_1141 13473 23600 - 4 2794 TCONS_00000561 TCONS_00000562;TCONS_00000564;TCONS_00000563
XLOC_000314 IDBA_scaffold_1141 4172 4960 . 1 789 TCONS_00000565 NA
XLOC_000315 IDBA_scaffold_1141 37807 38628 . 1 822 TCONS_00000566 NA
XLOC_000316 IDBA_scaffold_11411 315 2825 + 2 1537 TCONS_00000567 TCONS_00000568
XLOC_000317 IDBA_scaffold_11411 3155 4534 . 1 1380 TCONS_00000569 NA
XLOC_000318 IDBA_scaffold_11416 342 1686 . 1 1345 TCONS_00000570 NA
XLOC_000319 IDBA_scaffold_1142 8117 12881 + 1 1408 TCONS_00000571 NA
XLOC_000320 IDBA_scaffold_1142 30891 45863 + 3 10185 TCONS_00000572 TCONS_00000574;TCONS_00000573
XLOC_000321 IDBA_scaffold_1142 49714 50326 + 1 328 TCONS_00000575 NA
XLOC_000322 IDBA_scaffold_1142 23278 30145 - 11 4167 TCONS_00000576 TCONS_00000577;TCONS_00000578;TCONS_00000579;TCONS_00000580;TCONS_00000581;TCONS_00000582;TCONS_00000583;TCONS_00000585;TCONS_00000584;TCONS_00000586
XLOC_000323 IDBA_scaffold_1142 39147 49665 - 5 8278 TCONS_00000587 TCONS_00000589;TCONS_00000588;TCONS_00000590;TCONS_00000591
XLOC_000324 IDBA_scaffold_1145 5626 25047 + 1 2858 TCONS_00000592 NA
XLOC_000325 IDBA_scaffold_11456 4 100 . 1 97 TCONS_00000593 NA
XLOC_000326 IDBA_scaffold_11474 15 294 . 1 280 TCONS_00000594 NA
XLOC_000327 IDBA_scaffold_11479 81 468 . 1 388 TCONS_00000595 NA
XLOC_000328 IDBA_scaffold_11479 3006 4749 . 1 1744 TCONS_00000596 NA
XLOC_000329 IDBA_scaffold_1148 407 18954 + 2 1030 TCONS_00000597 TCONS_00000598
XLOC_000330 IDBA_scaffold_11514 327 2811 - 6 1847 TCONS_00000599 TCONS_00000601;TCONS_00000600;TCONS_00000602;TCONS_00000603;TCONS_00000604
XLOC_000331 IDBA_scaffold_11532 622 5103 + 3 2200 TCONS_00000605 TCONS_00000606;TCONS_00000607
XLOC_000332 IDBA_scaffold_11564 2360 3156 . 1 797 TCONS_00000608 NA
XLOC_000333 IDBA_scaffold_11567 6860 7791 . 1 932 TCONS_00000609 NA
XLOC_000334 IDBA_scaffold_11572 71 1095 . 1 1025 TCONS_00000610 NA
XLOC_000335 IDBA_scaffold_11578 8 4169 + 3 4162 TCONS_00000611 TCONS_00000612;TCONS_00000613
XLOC_000336 IDBA_scaffold_11592 2888 3414 . 1 527 TCONS_00000614 NA
XLOC_000337 IDBA_scaffold_11593 1793 2647 . 1 855 TCONS_00000615 NA
XLOC_000338 IDBA_scaffold_116 7700 14299 + 1 3353 TCONS_00000616 NA
XLOC_000339 IDBA_scaffold_116 22086 25440 + 1 1443 TCONS_00000617 NA
XLOC_000340 IDBA_scaffold_116 35634 45038 + 5 4115 TCONS_00000619 TCONS_00000618;TCONS_00000620;TCONS_00000621;TCONS_00000622
XLOC_000341 IDBA_scaffold_116 45539 53085 + 2 3136 TCONS_00000623 TCONS_00000624
XLOC_000342 IDBA_scaffold_116 63915 64860 + 2 574 TCONS_00000625 TCONS_00000626
XLOC_000343 IDBA_scaffold_116 66887 75796 + 2 3168 TCONS_00000627 TCONS_00000628
XLOC_000344 IDBA_scaffold_116 1022 7463 - 9 2740 TCONS_00000630 TCONS_00000629;TCONS_00000631;TCONS_00000632;TCONS_00000633;TCONS_00000634;TCONS_00000635;TCONS_00000636;TCONS_00000637
XLOC_000345 IDBA_scaffold_116 12562 21810 - 1 3616 TCONS_00000638 NA
XLOC_000346 IDBA_scaffold_116 26885 27891 - 1 662 TCONS_00000639 NA
XLOC_000347 IDBA_scaffold_116 29003 37909 - 2 2778 TCONS_00000640 TCONS_00000641
XLOC_000348 IDBA_scaffold_116 51368 54480 - 2 2552 TCONS_00000642 TCONS_00000643
XLOC_000349 IDBA_scaffold_116 59257 63699 - 1 4337 TCONS_00000644 NA
XLOC_000350 IDBA_scaffold_116 64088 66654 - 3 843 TCONS_00000645 TCONS_00000646;TCONS_00000647
XLOC_000351 IDBA_scaffold_116 74182 79360 - 1 2721 TCONS_00000648 NA
XLOC_000352 IDBA_scaffold_1160 654 23825 - 1 903 TCONS_00000649 NA
XLOC_000353 IDBA_scaffold_11601 917 5418 + 1 1797 TCONS_00000650 NA
XLOC_000354 IDBA_scaffold_11608 19 5032 . 1 5014 TCONS_00000651 NA
XLOC_000355 IDBA_scaffold_1162 9978 10755 . 1 778 TCONS_00000652 NA
XLOC_000356 IDBA_scaffold_11623 389 1722 . 1 1334 TCONS_00000653 NA
XLOC_000357 IDBA_scaffold_11624 3919 4222 . 1 304 TCONS_00000654 NA
XLOC_000358 IDBA_scaffold_11655 15 1262 . 1 1248 TCONS_00000655 NA
XLOC_000359 IDBA_scaffold_11655 2162 3874 . 1 1713 TCONS_00000656 NA
XLOC_000360 IDBA_scaffold_11657 569 3912 - 2 1869 TCONS_00000658 TCONS_00000657
XLOC_000361 IDBA_scaffold_11659 5534 7568 . 1 2035 TCONS_00000659 NA
XLOC_000362 IDBA_scaffold_11666 4135 7028 - 1 543 TCONS_00000660 NA
XLOC_000363 IDBA_scaffold_11679 2571 3060 . 1 490 TCONS_00000661 NA
XLOC_000364 IDBA_scaffold_11690 4521 4989 . 1 469 TCONS_00000662 NA
XLOC_000365 IDBA_scaffold_11695 688 5407 + 1 3560 TCONS_00000663 NA
XLOC_000366 IDBA_scaffold_117 24030 26536 + 1 1323 TCONS_00000664 NA
XLOC_000367 IDBA_scaffold_117 76 992 . 1 917 TCONS_00000665 NA
XLOC_000368 IDBA_scaffold_117 1542 3473 . 1 1932 TCONS_00000666 NA
XLOC_000369 IDBA_scaffold_117 3846 4310 . 1 465 TCONS_00000667 NA
XLOC_000370 IDBA_scaffold_117 4663 5990 . 1 1328 TCONS_00000668 NA
XLOC_000371 IDBA_scaffold_117 6156 8810 . 1 2655 TCONS_00000669 NA
XLOC_000372 IDBA_scaffold_1170 80 21182 + 3 1974 TCONS_00000670 TCONS_00000671;TCONS_00000672
XLOC_000373 IDBA_scaffold_1170 19451 21114 - 1 1633 TCONS_00000673 NA
XLOC_000374 IDBA_scaffold_11707 4217 12492 + 1 5127 TCONS_00000674 NA
XLOC_000375 IDBA_scaffold_11710 2578 4959 - 2 873 TCONS_00000676 TCONS_00000675
XLOC_000376 IDBA_scaffold_11711 2140 6773 + 1 634 TCONS_00000677 NA
XLOC_000377 IDBA_scaffold_11718 1262 1551 . 1 290 TCONS_00000678 NA
XLOC_000378 IDBA_scaffold_11719 1558 2257 . 1 700 TCONS_00000679 NA
XLOC_000379 IDBA_scaffold_11719 2519 4670 . 1 2152 TCONS_00000680 NA
XLOC_000380 IDBA_scaffold_11732 1 2575 . 1 2575 TCONS_00000681 NA
XLOC_000381 IDBA_scaffold_11750 94 1171 . 1 1078 TCONS_00000682 NA
XLOC_000382 IDBA_scaffold_11750 2182 6199 . 1 4018 TCONS_00000683 NA
XLOC_000383 IDBA_scaffold_11754 568 2408 . 1 1841 TCONS_00000684 NA
XLOC_000384 IDBA_scaffold_11754 3641 4410 . 1 770 TCONS_00000685 NA
XLOC_000385 IDBA_scaffold_11756 3572 4774 + 2 701 TCONS_00000686 TCONS_00000687
XLOC_000386 IDBA_scaffold_1178 42589 43207 + 1 532 TCONS_00000688 NA
XLOC_000387 IDBA_scaffold_1178 6835 40853 - 7 9468 TCONS_00000689 TCONS_00000690;TCONS_00000691;TCONS_00000692;TCONS_00000693;TCONS_00000694;TCONS_00000695
XLOC_000388 IDBA_scaffold_1178 1 1973 . 1 1973 TCONS_00000696 NA
XLOC_000389 IDBA_scaffold_1178 18925 19387 . 1 463 TCONS_00000697 NA
XLOC_000390 IDBA_scaffold_11782 725 13153 + 2 8159 TCONS_00000698 TCONS_00000699
XLOC_000391 IDBA_scaffold_11795 1527 1785 . 1 259 TCONS_00000700 NA
XLOC_000392 IDBA_scaffold_11803 759 1920 . 1 1162 TCONS_00000701 NA
XLOC_000393 IDBA_scaffold_11807 4167 9033 + 1 2992 TCONS_00000702 NA
XLOC_000394 IDBA_scaffold_11810 498 4869 - 3 3078 TCONS_00000705 TCONS_00000704;TCONS_00000703
XLOC_000395 IDBA_scaffold_11810 1 112 . 1 112 TCONS_00000706 NA
XLOC_000396 IDBA_scaffold_11814 1982 4950 - 2 731 TCONS_00000707 TCONS_00000708
XLOC_000397 IDBA_scaffold_11821 5010 6206 . 1 1197 TCONS_00000709 NA
XLOC_000398 IDBA_scaffold_1183 14852 15984 . 1 1133 TCONS_00000710 NA
XLOC_000399 IDBA_scaffold_1183 24819 26620 . 1 1802 TCONS_00000711 NA
XLOC_000400 IDBA_scaffold_11833 7699 8022 . 1 324 TCONS_00000712 NA
XLOC_000401 IDBA_scaffold_11839 4909 4996 . 1 88 TCONS_00000713 NA
XLOC_000402 IDBA_scaffold_11843 1736 2419 . 1 684 TCONS_00000714 NA
XLOC_000403 IDBA_scaffold_11846 3092 8720 + 1 1638 TCONS_00000715 NA
XLOC_000404 IDBA_scaffold_11851 9018 9756 . 1 739 TCONS_00000716 NA
XLOC_000405 IDBA_scaffold_11857 2713 4987 + 2 884 TCONS_00000717 TCONS_00000718
XLOC_000406 IDBA_scaffold_11862 1891 4548 + 1 1252 TCONS_00000719 NA
XLOC_000407 IDBA_scaffold_11877 3689 4264 . 1 576 TCONS_00000720 NA
XLOC_000408 IDBA_scaffold_11878 1386 3170 . 1 1785 TCONS_00000721 NA
XLOC_000409 IDBA_scaffold_11878 3297 4939 . 1 1643 TCONS_00000722 NA
XLOC_000410 IDBA_scaffold_11882 3117 4204 - 1 580 TCONS_00000723 NA
XLOC_000411 IDBA_scaffold_11901 128 4973 . 1 4846 TCONS_00000724 NA
XLOC_000412 IDBA_scaffold_11907 1089 2436 . 1 1348 TCONS_00000725 NA
XLOC_000413 IDBA_scaffold_11907 5563 5938 . 1 376 TCONS_00000726 NA
XLOC_000414 IDBA_scaffold_11915 104 4562 + 2 1283 TCONS_00000727 TCONS_00000728
XLOC_000415 IDBA_scaffold_11916 486 1407 . 1 922 TCONS_00000729 NA
XLOC_000416 IDBA_scaffold_11920 1509 2258 - 1 304 TCONS_00000730 NA
XLOC_000417 IDBA_scaffold_11939 13 2293 . 1 2281 TCONS_00000731 NA
XLOC_000418 IDBA_scaffold_11939 3348 4944 . 1 1597 TCONS_00000732 NA
XLOC_000419 IDBA_scaffold_11942 3034 4284 - 1 483 TCONS_00000733 NA
XLOC_000420 IDBA_scaffold_11952 995 4214 + 2 2837 TCONS_00000734 TCONS_00000735
XLOC_000421 IDBA_scaffold_11962 968 1883 . 1 916 TCONS_00000736 NA
XLOC_000422 IDBA_scaffold_11967 11 4631 - 2 1239 TCONS_00000737 TCONS_00000738
XLOC_000423 IDBA_scaffold_11984 6362 7809 - 2 560 TCONS_00000739 TCONS_00000740
XLOC_000424 IDBA_scaffold_11985 2061 8945 + 1 2454 TCONS_00000741 NA
XLOC_000425 IDBA_scaffold_11985 10991 13140 - 2 952 TCONS_00000742 TCONS_00000743
XLOC_000426 IDBA_scaffold_11985 9165 10936 . 1 1772 TCONS_00000744 NA
XLOC_000427 IDBA_scaffold_11987 2560 4477 + 1 985 TCONS_00000745 NA
XLOC_000428 IDBA_scaffold_11988 3205 3572 + 1 303 TCONS_00000746 NA
XLOC_000429 IDBA_scaffold_11992 773 2797 + 2 872 TCONS_00000747 TCONS_00000748
XLOC_000430 IDBA_scaffold_11992 3161 6104 . 1 2944 TCONS_00000749 NA
XLOC_000431 IDBA_scaffold_11994 4 9244 + 2 9241 TCONS_00000751 TCONS_00000750
XLOC_000432 IDBA_scaffold_11994 4 9184 - 2 8936 TCONS_00000752 TCONS_00000753
XLOC_000433 IDBA_scaffold_11997 33 748 . 1 716 TCONS_00000754 NA
XLOC_000434 IDBA_scaffold_12 10315 13835 + 1 2081 TCONS_00000755 NA
XLOC_000435 IDBA_scaffold_12 47154 70741 + 8 8186 TCONS_00000756 TCONS_00000758;TCONS_00000757;TCONS_00000759;TCONS_00000760;TCONS_00000761;TCONS_00000762;TCONS_00000763
XLOC_000436 IDBA_scaffold_12 71503 89405 + 2 16603 TCONS_00000764 TCONS_00000765
XLOC_000437 IDBA_scaffold_12 92196 96540 + 3 3707 TCONS_00000766 TCONS_00000767;TCONS_00000768
XLOC_000438 IDBA_scaffold_12 3282 9782 - 2 4032 TCONS_00000769 TCONS_00000770
XLOC_000439 IDBA_scaffold_12 85189 87234 - 3 1866 TCONS_00000771 TCONS_00000772;TCONS_00000773
XLOC_000440 IDBA_scaffold_12 96588 99222 - 1 1384 TCONS_00000774 NA
XLOC_000441 IDBA_scaffold_12023 4 2991 . 1 2988 TCONS_00000775 NA
XLOC_000442 IDBA_scaffold_12029 4696 5240 . 1 545 TCONS_00000776 NA
XLOC_000443 IDBA_scaffold_12038 3823 4571 . 1 749 TCONS_00000777 NA
XLOC_000444 IDBA_scaffold_12046 1933 3281 . 1 1349 TCONS_00000778 NA
XLOC_000445 IDBA_scaffold_12046 3346 7076 . 1 3731 TCONS_00000779 NA
XLOC_000446 IDBA_scaffold_12085 2000 4911 + 1 1905 TCONS_00000780 NA
XLOC_000447 IDBA_scaffold_1210 22194 28780 + 1 3174 TCONS_00000781 NA
XLOC_000448 IDBA_scaffold_12120 2424 2898 - 1 325 TCONS_00000782 NA
XLOC_000449 IDBA_scaffold_12120 33 1573 . 1 1541 TCONS_00000783 NA
XLOC_000450 IDBA_scaffold_12120 3172 3533 . 1 362 TCONS_00000784 NA
XLOC_000451 IDBA_scaffold_12120 4988 7686 . 1 2699 TCONS_00000785 NA
XLOC_000452 IDBA_scaffold_12122 4840 4898 . 1 59 TCONS_00000786 NA
XLOC_000453 IDBA_scaffold_12124 1850 4054 + 2 651 TCONS_00000787 TCONS_00000788
XLOC_000454 IDBA_scaffold_12136 410 1059 + 1 387 TCONS_00000789 NA
XLOC_000455 IDBA_scaffold_12138 1665 3027 - 1 1262 TCONS_00000790 NA
XLOC_000456 IDBA_scaffold_12143 585 7747 + 1 3114 TCONS_00000791 NA
XLOC_000457 IDBA_scaffold_12147 5 4888 . 1 4884 TCONS_00000792 NA
XLOC_000458 IDBA_scaffold_12154 116 2915 . 1 2800 TCONS_00000793 NA
XLOC_000459 IDBA_scaffold_12154 3013 5004 . 1 1992 TCONS_00000794 NA
XLOC_000460 IDBA_scaffold_12176 722 8750 + 1 876 TCONS_00000795 NA
XLOC_000461 IDBA_scaffold_12179 1727 2223 . 1 497 TCONS_00000796 NA
XLOC_000462 IDBA_scaffold_12179 7767 13007 . 1 5241 TCONS_00000797 NA
XLOC_000463 IDBA_scaffold_12193 5 196 . 1 192 TCONS_00000798 NA
XLOC_000464 IDBA_scaffold_12194 7538 8748 . 1 1211 TCONS_00000799 NA
XLOC_000465 IDBA_scaffold_12197 749 4140 + 2 1992 TCONS_00000800 TCONS_00000801
XLOC_000466 IDBA_scaffold_12200 23 4869 . 1 4847 TCONS_00000802 NA
XLOC_000467 IDBA_scaffold_12209 1334 2183 . 1 850 TCONS_00000803 NA
XLOC_000468 IDBA_scaffold_12220 2469 3633 + 1 816 TCONS_00000804 NA
XLOC_000469 IDBA_scaffold_12220 3 441 . 1 439 TCONS_00000805 NA
XLOC_000470 IDBA_scaffold_12233 1666 4430 + 4 1794 TCONS_00000806 TCONS_00000808;TCONS_00000807;TCONS_00000809
XLOC_000471 IDBA_scaffold_12237 2 760 . 1 759 TCONS_00000810 NA
XLOC_000472 IDBA_scaffold_12249 2302 8330 - 2 5903 TCONS_00000812 TCONS_00000811
XLOC_000473 IDBA_scaffold_1227 11723 13412 + 1 947 TCONS_00000813 NA
XLOC_000474 IDBA_scaffold_12270 2102 2647 . 1 546 TCONS_00000814 NA
XLOC_000475 IDBA_scaffold_12278 9069 9725 . 1 657 TCONS_00000815 NA
XLOC_000476 IDBA_scaffold_12281 3654 5541 - 2 1888 TCONS_00000816 TCONS_00000817
XLOC_000477 IDBA_scaffold_12284 581 1572 . 1 992 TCONS_00000818 NA
XLOC_000478 IDBA_scaffold_12284 1716 4844 . 1 3129 TCONS_00000819 NA
XLOC_000479 IDBA_scaffold_12285 2050 3881 + 1 989 TCONS_00000820 NA
XLOC_000480 IDBA_scaffold_12285 1729 2875 - 1 304 TCONS_00000821 NA
XLOC_000481 IDBA_scaffold_12288 911 1783 . 1 873 TCONS_00000822 NA
XLOC_000482 IDBA_scaffold_12295 1901 4153 - 1 1784 TCONS_00000823 NA
XLOC_000483 IDBA_scaffold_12296 6351 9642 + 2 1824 TCONS_00000824 TCONS_00000825
XLOC_000484 IDBA_scaffold_12296 2180 6635 - 1 1115 TCONS_00000826 NA
XLOC_000485 IDBA_scaffold_12298 4 4053 . 1 4050 TCONS_00000827 NA
